track_id,track_artist,track_album_name,playlist_name,playlist_genre,playlist_subgenre
60wwxj6Dd9NJlirf84wr2c,Zedd,Clarity,Dance Pop,pop,dance pop
6kPJZM97LwdG9QIsT7khp6,Clean Bandit,Solo (feat. Demi Lovato),Dance Pop,pop,dance pop
3ebXMykcMXOcLeJ9xZ17XH,Martin Garrix,Scared to Be Lonely,Dance Pop,pop,dance pop
7iNIg7XDEaYECfWD5dJ9Va,Justin Bieber,Friends (with BloodPop®),Dance Pop,pop,dance pop
6cy3ki60hLwimwIje7tALf,The Black Eyed Peas,RITMO (Bad Boys For Life),Dance Pop,pop,dance pop
5N5k9nd479b1xpDZ4usjrg,Calvin Harris,Promises (with Sam Smith),Dance Pop,pop,dance pop
0qaWEvPkts34WF68r8Dzx9,Riton,Turn Me On (feat. Vula),Dance Pop,pop,dance pop
6jq6rcOikCZAmjliAgAmfT,San Holo,Light,Dance Pop,pop,dance pop
762UXiwEHYY97VL45sAUPR,David Guetta,2U,Dance Pop,pop,dance pop
6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,Memories...Do Not Open,Dance Pop,pop,dance pop
7ef4DlsgrMEH11cDZd32M6,Calvin Harris,One Kiss (with Dua Lipa),Dance Pop,pop,dance pop
3zU9rdflI65tK4dkkNSp77,Alesso,Forever,Dance Pop,pop,dance pop
12GEpg2XOPyqk03JZEZnJs,Kygo,It Ain't Me,Dance Pop,pop,dance pop
4kte3OcW800TPvOVgrLLj8,Ne-Yo,R.E.D. (Deluxe Edition),Dance Pop,pop,dance pop
0lYBSQXN6rCTvUZvg9S0lU,DJ Snake,Encore,Dance Pop,pop,dance pop
3vv9phIu6Y1vX3jcqaGz5Z,The Chainsmokers,Roses,Dance Pop,pop,dance pop
2QtJA4gbwe1AcanB2p21aP,Zedd,Clarity (Deluxe),Dance Pop,pop,dance pop
1BltsyC5W3SAABdxyrDXwi,Disclosure,Settle,Dance Pop,pop,dance pop
3tTYxjYYcXFqFXA0AZ1Fav,David Guetta,7,Dance Pop,pop,dance pop
09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,Purpose (Deluxe),Dance Pop,pop,dance pop
0azC730Exh71aQlOt9Zj3y,Calvin Harris,This Is What You Came For,Dance Pop,pop,dance pop
4h8VwCb1MTGoLKueQ1WgbD,Avicii,True,Dance Pop,pop,dance pop
0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,In My Mind,Dance Pop,pop,dance pop
0lHAMNU8RGiIObScrsRgmP,David Guetta,Nothing but the Beat 2.0,Dance Pop,pop,dance pop
0n8ob8S72lvznoVfiwz4qL,Skrillex,Purpose (Deluxe),Dance Pop,pop,dance pop
4r6eNCsrZnQWJzzvFh4nlg,Katy Perry,Teenage Dream,Dance Pop,pop,dance pop
0GzmMQizDeA2NVMUaZksv0,J Balvin,Mi Gente (feat. Beyoncé),Dance Pop,pop,dance pop
1MlAkYV0nbRKWhhfvTt3zc,Swedish House Mafia,Until Now,Dance Pop,pop,dance pop
1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake,TROLLS (Original Motion Picture Soundtrack),Dance Pop,pop,dance pop
7C7yqFTM0ncyJ04GIKrxdV,Ellie Goulding,Halcyon,Dance Pop,pop,dance pop
0WfKDYeUAoLA3vdvLKKWMW,Lady Gaga,The Fame,Dance Pop,pop,dance pop
22mek4IiqubGD9ctzxc69s,Calvin Harris,How Deep Is Your Love,Dance Pop,pop,dance pop
61ZM92T2zaXIVsqncThQzC,Robin Schulz,In Your Eyes (feat. Alida),Dance Room,pop,dance pop
6TnxdnJcZIwCWiCHq5Qds0,Sigala,Get To Know,Dance Room,pop,dance pop
2aFAmDBycyEnj3lcS95JMe,Kaskade,With You - The Remixes,Dance Room,pop,dance pop
0Npijoc6ZcUe1devUugKvI,Hot Shade,Dive,Dance Room,pop,dance pop
5gwLIRjGFf3hXuHoKEsWLg,Paul Kalkbrenner,No Goodbye,Dance Room,pop,dance pop
3d4lc8esnUl7Bx9J9d9oty,MOTi,Work,Dance Room,pop,dance pop
0U6bQIAh6MCGo1xjbIIx2S,Dimitri Vegas & Like Mike,Instagram,Dance Room,pop,dance pop
3oIVK7arAFuUOCGafPLxSC,Becky Hill,Better Off Without You (feat. Shift K3Y),Dance Room,pop,dance pop
2I4jAMEOEUQD5V1byYCqNS,Molella,Butterfly,Dance Room,pop,dance pop
59QmL8ygKtVfMHmPx3GaBX,MOTi,All The Love You Got,Dance Room,pop,dance pop
5EdYlCWou17k0N1PADLKfO,The Chainsmokers,Call You Mine - The Remixes,Dance Room,pop,dance pop
5MvsfUN0H79C24t3fPepeL,GATTÜSO,Love Is Not Enough,Dance Room,pop,dance pop
7CHi4DtfK4heMlQaudCuHK,MEDUZA,Lose Control,Dance Room,pop,dance pop
1CW7tYkpJ95c7bQkRf6CcK,Jonas Blue,I Wanna Dance,Dance Room,pop,dance pop
4bSFPMXKYaCoBhzJv276zl,Matt Simons,After The Landslide (Remix),Dance Room,pop,dance pop
5AFrctm65wWIqJsjHPPx85,Skrillex,Midnight Hour with Boys Noize & Ty Dolla $ign,Dance Room,pop,dance pop
3DsjHcLYMExprXJECT4QQP,Ed Marquis,Pon de Replay,Dance Room,pop,dance pop
7FjZU7XFs7P9jHI9Z0yRhK,NOTD,So Close (feat. Georgia Ku),Dance Room,pop,dance pop
5ijpy4l0nKZPIKHui6SQfE,Brando,Look Into My Eyes,Dance Room,pop,dance pop
6j8eH9frh703HaGBaSRS6u,Glaceo,Not in Control,Dance Room,pop,dance pop
79Vz5MNH7Qe4F7hPKT8tPz,Tiësto,BLUE,Dance Room,pop,dance pop
65mOk4n0tfrMysFXu12ufx,Kharfi,Don't Waste My Time,Dance Room,pop,dance pop
4w5Grfxx5Rpup6mo5v6bW0,Lost Frequencies,Alive And Feeling Fine,Dance Room,pop,dance pop
3uiQZlSlSDRduWLFBTSEot,Dua Lipa,Don't Start Now (Kungs Remix),Dance Room,pop,dance pop
29ikXeGM6kScvhvqfvgiwO,Steve Void,The Seed EP,Dance Room,pop,dance pop
2Eld7kejX6FH9OptVyKQak,Jax Jones,Jacques,Dance Room,pop,dance pop
3BOcWxFUURAomDXRSDFve4,Armin van Buuren,Balance,Dance Room,pop,dance pop
4YhN72dRYL2Z3MsaKyT7rS,David Guetta,Stay (Don't Go Away) [feat. Raye],Dance Room,pop,dance pop
7DQ5CZjAQdhgDgdnSXxJ7Z,PNAU,Solid Gold,Dance Room,pop,dance pop
2aXA9aQfrqaOi1Wy3NfSZI,Mike Perry,One Life,Dance Room,pop,dance pop
62XCV3AmCMkPa9X5mCim8O,FAULHABER,All ‘Bout The Money,Dance Room,pop,dance pop
5llPdGZJjJFJv9aL6ZaiLY,Audien,Never Letting Go,Dance Room,pop,dance pop
7pWK1kMgHy5lNNiIfuRbkP,Martin Garrix,Used To Love (with Dean Lewis),Dance Room,pop,dance pop
2W9pBY75aWOV39S73mqqbn,Prince Paris,Giulia,Dance Room,pop,dance pop
1JxQmgCEipmHCUiJS568pE,Georgia Ku,What Do I Do? (Benny Benassi Remix),Dance Room,pop,dance pop
6pu5jQqenr37n0z6eBKOh0,Icarus,Dreams Of You (feat. Rae Morris),Dance Room,pop,dance pop
3RBk0P36O7wCMxF263jRJL,Madison Mars,I Will Let You Down (feat. KLARA),Dance Room,pop,dance pop
4uRx3SdWG2cNVfRNVPwHDS,Nahaze,Carillon (with Achille Lauro),Dance Room,pop,dance pop
3ZRgqoTb7pVO11IxcKGtMo,DJ Ross,La Vie (Gabry Ponte Mix),Dance Room,pop,dance pop
0DhkTGjEaIHaSxTfC14BFm,R3HAB,Lullaby,Dance Room,pop,dance pop
4nx4h17pRj1ikT0hZecR8z,Phantoms,Disconnect,Dance Room,pop,dance pop
1tq4UL9BB7BHuT6eorlX3X,Deorro,All This Time,Dance Room,pop,dance pop
4TIkSdsNSfqpuq6ZYvCjAz,Gryffin,Gravity,Dance Room,pop,dance pop
4P7F3kb2Ze1YleD6lUYwJo,Tiësto,Acordeão,Dance Room,pop,dance pop
3qeJ84Y6PRS9LtliOuT94Z,Yves V,My Friend,Dance Room,pop,dance pop
7sYAS4CpbV90oSemgaEQat,Alok,On & On,Dance Room,pop,dance pop
1CRy08G60mS5jvhB27xMpS,Martin Solveig,Juliet & Romeo,Dance Room,pop,dance pop
02itaCXOdC54J0ISjqqFAp,R3HAB,All Around The World (La La La),Dance Room,pop,dance pop
52EB2Gk1nkxZmbomJOXUde,Steve Aoki,Are You Lonely (feat. ISÁK),Dance Room,pop,dance pop
4Jwp3yjIQfudmjuctLQlfJ,Alex Gaudino,No More (feat. Brenda Mullen) [Bottai Edit],Dance Room,pop,dance pop
7N06jo3EnV792VFaG8vuW6,Felix Jaehn,Close Your Eyes,Dance Room,pop,dance pop
517cAnPxsaxfrkKHHY41wB,Audien,Escapism,Dance Room,pop,dance pop
3GT2CBmJWIEdCpHiB31WYK,David Guetta,Never Be Alone (feat. Aloe Blacc),Dance Room,pop,dance pop
7fPuWrlpwDcHm5aHCH5D9t,SAINt JHN,Roses (Imanbek Remix),Dance Room,pop,dance pop
1rRWFc2p77FYyb67m5YeVO,Ofenbach,Insane,Dance Room,pop,dance pop
1LDDUVvutZ3qxvnOrulCBM,ARTY,Daydreams (Sultan + Shepard Echoes Of Life Remix),Dance Room,pop,dance pop
2wOVXsIRIoniqipE9I5ZVx,Rita Ora,Only Want You (Sam Feldt Remix),Cardio,pop,dance pop
0byab45cmZntz74RxcASrf,Ellie Goulding,Close To Me (Remixes),Cardio,pop,dance pop
4ciBIS83LHQpKf4noVKP51,Drax Project,Woke Up Late (Sam Feldt Remix),Cardio,pop,dance pop
19TOAlTFq0NDHvUPQR0tkr,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B) [Cheat Codes Remix],Cardio,pop,dance pop
6VP3410weACXiPCVLKSkOb,Kygo,Not Ok (Frank Walker Remix),Cardio,pop,dance pop
5ql2mP9FUhB3SgMzv2akuO,Dzeko,Heaven (feat. Veronica),Cardio,pop,dance pop
3jwQwGVERUXo7eaAgL1xAo,Ellie Goulding,Sixteen (Don Diablo Remix),Cardio,pop,dance pop
46W9iEjOg5nkMvb6lo4Jwz,R3HAB,Don’t Give Up On Me Now (with Julie Bergan),Cardio,pop,dance pop
0GRoERSBBky3YgdKW2w2Vc,Don Diablo,Brave,Cardio,pop,dance pop
3sHuIjfAzluc6S9cXoqfqC,Steve Aoki,Let It Be Me,Cardio,pop,dance pop
4fK2NU9UyQJV74ZGiSVYsr,Kygo,Carry On (Nicky Romero Remix),Cardio,pop,dance pop
0jlpHhGUFn4aAWLsRRnwep,Sam Feldt,Magnets (feat. Sophie Simmons),Cardio,pop,dance pop
2pMntGuRgHAHVtrpC6kgGy,Andy Grammer,Don't Give Up On Me (with R3HAB),Cardio,pop,dance pop
7EHCt2jdVwHp557sfMPosf,MOTi,Found Love (feat. Lovespeake),Cardio,pop,dance pop
5YN0zHycJ0Yxz31A5QsVov,Martin Garrix,These Are The Times (feat. JRM),Cardio,pop,dance pop
14nIFzHQf1OBWf6VHVR8DF,Jonas Blue,Blue,Cardio,pop,dance pop
14sOS5L36385FJ3OL8hew4,Kygo,Happy Now,Cardio,pop,dance pop
23FHa9lYnG6Dr8OzombPkS,Valerie Broussard,Roots,Cardio,pop,dance pop
06BrHnTVDOydsfg0LZ6mQb,Khalid,Talk (Alle Farben Remix),Cardio,pop,dance pop
1YSwQvw1NrEPfA0j1iY8eV,Alok,All The Lies (Remixes),Cardio,pop,dance pop
1FlIzyCvRFQUE4pc7PiaIo,Panic! At The Disco,High Hopes (Don Diablo Remix),Cardio,pop,dance pop
